vehicle,weightclass,proportion,sourceCell,userCell,year,area
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2016,Scotland
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2016,Scotland
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2016,Scotland
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2016,Scotland
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2016,Scotland
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2016,Scotland
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2016,Scotland
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2016,Scotland
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2016,Scotland
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2016,Scotland
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2016,Scotland
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2016,Scotland
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2016,Scotland
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2016,Scotland
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2016,Scotland
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2016,Scotland
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2016,Scotland
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2016,Scotland
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2016,Scotland
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2016,Scotland
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2016,Scotland
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2016,Scotland
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2016,Scotland
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2016,Scotland
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2016,Scotland
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2016,Scotland
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2016,Scotland
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2016,Scotland
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2016,Scotland
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2016,Scotland
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2016,Scotland
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2016,Scotland
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2016,Scotland
Buses,<=15 t,0.31374514452906227,B419,D419,2016,Scotland
Buses,15-18 t,0.6862548554709378,B420,D420,2016,Scotland
Buses,>18 t,0.0,B421,D421,2016,Scotland
Coaches,<=18 t,0.5,B425,D425,2016,Scotland
Coaches,>18 t,0.5,B426,D426,2016,Scotland
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2016,Scotland
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2016,Scotland
Hybrid Buses,>18 t,0.0,D514,D514,2016,Scotland
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2016,Scotland
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2016,Scotland
Biodiesel Buses,>18 t,0.0,B534,D534,2016,Scotland
Biodiesel Coaches,<=18 t,0.5,B537,D537,2016,Scotland
Biodiesel Coaches,>18 t,0.5,B538,D538,2016,Scotland
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2017,Scotland
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2017,Scotland
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2017,Scotland
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2017,Scotland
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2017,Scotland
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2017,Scotland
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2017,Scotland
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2017,Scotland
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2017,Scotland
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2017,Scotland
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2017,Scotland
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2017,Scotland
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2017,Scotland
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2017,Scotland
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2017,Scotland
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2017,Scotland
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2017,Scotland
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2017,Scotland
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2017,Scotland
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2017,Scotland
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2017,Scotland
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2017,Scotland
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2017,Scotland
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2017,Scotland
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2017,Scotland
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2017,Scotland
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2017,Scotland
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2017,Scotland
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2017,Scotland
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2017,Scotland
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2017,Scotland
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2017,Scotland
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2017,Scotland
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2017,Scotland
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2017,Scotland
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2017,Scotland
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2017,Scotland
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2017,Scotland
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2017,Scotland
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2017,Scotland
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2017,Scotland
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2017,Scotland
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2017,Scotland
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2017,Scotland
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2017,Scotland
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2017,Scotland
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2017,Scotland
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2017,Scotland
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2017,Scotland
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2017,Scotland
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2017,Scotland
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2017,Scotland
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2017,Scotland
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2017,Scotland
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2017,Scotland
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2017,Scotland
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2017,Scotland
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2017,Scotland
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2017,Scotland
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2017,Scotland
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2017,Scotland
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2017,Scotland
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2017,Scotland
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2017,Scotland
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2017,Scotland
Buses,<=15 t,0.31374514452906227,B419,D419,2017,Scotland
Buses,15-18 t,0.6862548554709378,B420,D420,2017,Scotland
Buses,>18 t,0.0,B421,D421,2017,Scotland
Coaches,<=18 t,0.5,B425,D425,2017,Scotland
Coaches,>18 t,0.5,B426,D426,2017,Scotland
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2017,Scotland
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2017,Scotland
Hybrid Buses,>18 t,0.0,D514,D514,2017,Scotland
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2017,Scotland
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2017,Scotland
Biodiesel Buses,>18 t,0.0,B534,D534,2017,Scotland
Biodiesel Coaches,<=18 t,0.5,B537,D537,2017,Scotland
Biodiesel Coaches,>18 t,0.5,B538,D538,2017,Scotland
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2018,Scotland
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2018,Scotland
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2018,Scotland
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2018,Scotland
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2018,Scotland
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2018,Scotland
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2018,Scotland
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2018,Scotland
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2018,Scotland
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2018,Scotland
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2018,Scotland
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2018,Scotland
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2018,Scotland
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2018,Scotland
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2018,Scotland
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2018,Scotland
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2018,Scotland
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2018,Scotland
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2018,Scotland
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2018,Scotland
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2018,Scotland
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2018,Scotland
Artic HGV,28-34 t,0.01923820869426853,B414,D414,2018,Scotland
Artic HGV,34-40 t,0.12227136603763285,B415,D415,2018,Scotland
Artic HGV,40-50 t,0.8136012716481387,B416,D416,2018,Scotland
 Full Hybrid Petrol Car,<1400 cc,0.4915241304706996,B436,D436,2018,Scotland
 Full Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B437,D437,2018,Scotland
 Full Hybrid Petrol Car,>2000 cc,0.1066958863204004,B438,D438,2018,Scotland
Plug-In Hybrid Petrol Car,<1400 cc,0.4915241304706996,B441,D441,2018,Scotland
Plug-In Hybrid Petrol Car,1400-2000 cc,0.40177998320890007,B442,D442,2018,Scotland
Plug-In Hybrid Petrol Car,>2000 cc,0.1066958863204004,B443,D443,2018,Scotland
Full Hybrid Diesel Car,<1400 cc,0.0954416502153905,B446,D446,2018,Scotland
Full Hybrid Diesel Car,1400-2000 cc,0.6155440018671118,B447,D447,2018,Scotland
Full Hybrid Diesel Car,>2000 cc,0.28901434791749764,B448,D448,2018,Scotland
E85 Bioethanol Car,<1400 cc,0.4915241304706996,B457,D457,2018,Scotland
E85 Bioethanol Car,1400-2000 cc,0.40177998320890007,B458,D458,2018,Scotland
E85 Bioethanol Car,>2000 cc,0.1066958863204004,B459,D459,2018,Scotland
LPG Car,<1400 cc,0.4915241304706996,B462,D462,2018,Scotland
LPG Car,1400-2000 cc,0.40177998320890007,B463,D463,2018,Scotland
LPG Car,>2000 cc,0.1066958863204004,B464,D464,2018,Scotland
Full Hybrid Petrol  LGV,N1 (I),0.16931082298245767,B467,D467,2018,Scotland
Full Hybrid Petrol  LGV,N1 (II),0.21081705739184115,B468,D468,2018,Scotland
Full Hybrid Petrol  LGV,N1 (III),0.6198721196257012,B469,D469,2018,Scotland
Plug-In Hybrid Petrol LGV,N1 (I),0.16931082298245767,B472,D472,2018,Scotland
Plug-In Hybrid Petrol LGV,N1 (II),0.21081705739184115,B473,D473,2018,Scotland
Plug-In Hybrid Petrol LGV,N1 (III),0.6198721196257012,B474,D474,2018,Scotland
E85 Bioethanol LGV,N1 (I),0.16931082298245767,B483,D483,2018,Scotland
E85 Bioethanol LGV,N1 (II),0.21081705739184115,B484,D484,2018,Scotland
E85 Bioethanol LGV,N1 (III),0.6198721196257012,B485,D485,2018,Scotland
LPG LGV,N1 (I),0.16931082298245767,B488,D488,2018,Scotland
LPG LGV,N1 (II),0.21081705739184115,B489,D489,2018,Scotland
LPG LGV,N1 (III),0.6198721196257012,B490,D490,2018,Scotland
B100 Rigid HGV,3.5-7.5 t,0.2930262316058861,B493,D493,2018,Scotland
B100 Rigid HGV,7.5-12 t,0.04760076775431861,B494,D494,2018,Scotland
B100 Rigid HGV,12-14 t,0.019040307101727445,B495,D495,2018,Scotland
B100 Rigid HGV,14-20 t,0.11740669652377905,B496,D496,2018,Scotland
B100 Rigid HGV,20-26 t,0.17769247174237573,B497,D497,2018,Scotland
B100 Rigid HGV,26-28 t,0.09863815007768942,B498,D498,2018,Scotland
B100 Rigid HGV,28-32 t,0.19727630015537884,B499,D499,2018,Scotland
B100 Rigid HGV,>32 t,0.04931907503884471,B500,D500,2018,Scotland
B100 Artic HGV,14-20 t,0.01923820869426853,B503,D503,2018,Scotland
B100 Artic HGV,20-28 t,0.025650944925691376,B504,D504,2018,Scotland
B100 Artic HGV,28-34 t,0.01923820869426853,B505,D505,2018,Scotland
B100 Artic HGV,34-40 t,0.12227136603763285,B506,D506,2018,Scotland
B100 Artic HGV,40-50 t,0.8136012716481387,B507,D507,2018,Scotland
Buses,<=15 t,0.31374514452906227,B419,D419,2018,Scotland
Buses,15-18 t,0.6862548554709378,B420,D420,2018,Scotland
Buses,>18 t,0.0,B421,D421,2018,Scotland
Coaches,<=18 t,0.5,B425,D425,2018,Scotland
Coaches,>18 t,0.5,B426,D426,2018,Scotland
Hybrid Buses,<=15 t,0.31374514452906227,D512,D512,2018,Scotland
Hybrid Buses,15-18 t,0.6862548554709378,D513,D513,2018,Scotland
Hybrid Buses,>18 t,0.0,D514,D514,2018,Scotland
Biodiesel Buses,<=15 t,0.31374514452906227,B532,D532,2018,Scotland
Biodiesel Buses,15-18 t,0.6862548554709378,B533,D533,2018,Scotland
Biodiesel Buses,>18 t,0.0,B534,D534,2018,Scotland
Biodiesel Coaches,<=18 t,0.5,B537,D537,2018,Scotland
Biodiesel Coaches,>18 t,0.5,B538,D538,2018,Scotland
Petrol car,<1400 cc,0.4915241304706996,B382,D382,2019,Scotland
Petrol car,1400-2000 cc,0.40177998320890007,B383,D383,2019,Scotland
Petrol car,>2000 cc,0.1066958863204004,B384,D384,2019,Scotland
Diesel Car,<1400 cc,0.0954416502153905,B387,D387,2019,Scotland
Diesel Car,1400-2000 cc,0.6155440018671118,B388,D388,2019,Scotland
Diesel Car,>2000 cc,0.28901434791749764,B389,D389,2019,Scotland
Petrol LGV,N1 (I),0.16931082298245767,B392,D392,2019,Scotland
Petrol LGV,N1 (II),0.21081705739184115,B393,D393,2019,Scotland
Petrol LGV,N1 (III),0.6198721196257012,B394,D394,2019,Scotland
Diesel LGV,N1 (I),0.06175373752027907,B397,D397,2019,Scotland
Diesel LGV,N1 (II),0.2574171003404176,B398,D398,2019,Scotland
Diesel LGV,N1 (III),0.6808291621393033,B399,D399,2019,Scotland
Rigid HGV,3.5-7.5 t,0.2930262316058861,B402,D402,2019,Scotland
Rigid HGV,7.5-12 t,0.04760076775431861,B403,D403,2019,Scotland
Rigid HGV,12-14 t,0.019040307101727445,B404,D404,2019,Scotland
Rigid HGV,14-20 t,0.11740669652377905,B405,D405,2019,Scotland
Rigid HGV,20-26 t,0.17769247174237573,B406,D406,2019,Scotland
Rigid HGV,26-28 t,0.09863815007768942,B407,D407,2019,Scotland
Rigid HGV,28-32 t,0.19727630015537884,B408,D408,2019,Scotland
Rigid HGV,>32 t,0.04931907503884471,B409,D409,2019,Scotland
Artic HGV,14-20 t,0.01923820869426853,B412,D412,2019,Scotland
Artic HGV,20-28 t,0.025650944925691376,B413,D413,2019,Scotland
